Date,Open,High,Low,Close,Adj Close,Volume
22/05/2017,5662.950195,5701.049805,5661.589844,5699.399902,5699.399902,1726230000
23/05/2017,5714.939941,5716.549805,5690.200195,5703.350098,5703.350098,1705860000
24/05/2017,5720.830078,5732.569824,5705.169922,5730.299805,5730.299805,1666050000
25/05/2017,5748.290039,5793.129883,5738.819824,5778.370117,5778.370117,1767690000
26/05/2017,5782.169922,5790.200195,5771.709961,5788.359863,5788.359863,1571040000
30/05/2017,5785.379883,5799.990234,5781.370117,5794.629883,5794.629883,1688480000
31/05/2017,5812.970215,5813.259766,5762.560059,5788.799805,5788.799805,2209400000
01/06/2017,5804.169922,5816.600098,5779.890137,5816.509766,5816.509766,1943610000
02/06/2017,5834.410156,5881.459961,5825.740234,5881.459961,5881.459961,1820000000
05/06/2017,5881.220215,5888.919922,5871.089844,5878.120117,5878.120117,1739820000
06/06/2017,5869.47998,5890.879883,5848.319824,5856.77002,5856.77002,1889690000
07/06/2017,5871.77002,5883.189941,5845.959961,5877.589844,5877.589844,1822270000
08/06/2017,5894.75,5895.180176,5852.649902,5885.299805,5885.299805,2128780000
09/06/2017,5891.669922,5897.689941,5657.759766,5741.939941,5741.939941,3152050000
12/06/2017,5677.160156,5716.200195,5633.339844,5708.180176,5708.180176,2586540000
13/06/2017,5740.209961,5760.540039,5709.169922,5751.819824,5751.819824,2062110000
14/06/2017,5774.120117,5774.200195,5682.350098,5727.069824,5727.069824,1940440000
15/06/2017,5661.359863,5707.370117,5634.580078,5700.890137,5700.890137,1858130000
16/06/2017,5694.209961,5695.740234,5656.620117,5681.47998,5681.47998,3120640000
19/06/2017,5729.540039,5776.370117,5724.490234,5772.220215,5772.220215,1976970000
20/06/2017,5763,5772.169922,5725.009766,5726.310059,5726.310059,2570130000
21/06/2017,5740.580078,5784.919922,5737.009766,5782.390137,5782.390137,2401440000
22/06/2017,5787.439941,5802.459961,5767.870117,5779.870117,5779.870117,2170250000
23/06/2017,5775.029785,5810.310059,5759.700195,5803.109863,5803.109863,2704600000
26/06/2017,5832.310059,5845.149902,5765.870117,5777.589844,5777.589844,2150630000
27/06/2017,5752.720215,5761.040039,5671.600098,5671.600098,5671.600098,2181830000
28/06/2017,5693.47998,5757.22998,5660.529785,5753.029785,5753.029785,2069400000
29/06/2017,5723.310059,5723.660156,5599.439941,5653.02002,5653.02002,2402250000
30/06/2017,5676.399902,5681.899902,5637.740234,5646.919922,5646.919922,1998330000
03/07/2017,5680.359863,5684.97998,5592.529785,5596.959961,5596.959961,1091020000
05/07/2017,5611,5663.600098,5593.660156,5648.819824,5648.819824,1872130000
06/07/2017,5606.419922,5628.839844,5579.640137,5597.899902,5597.899902,1990590000
07/07/2017,5618.850098,5673.02002,5618.850098,5656.470215,5656.470215,1700630000
10/07/2017,5662.709961,5708.620117,5650.259766,5694.149902,5694.149902,1675470000
11/07/2017,5687.029785,5717.910156,5667.27002,5709.799805,5709.799805,1808110000
12/07/2017,5757.200195,5785,5749.649902,5778.950195,5778.950195,1820550000
13/07/2017,5785.319824,5806.180176,5776.620117,5793.359863,5793.359863,1803810000
14/07/2017,5815.040039,5844.799805,5799.850098,5838.080078,5838.080078,1608120000
17/07/2017,5845.819824,5860.640137,5830.25,5839.740234,5839.740234,1558030000
18/07/2017,5832.919922,5880.549805,5818.200195,5880.100098,5880.100098,1762400000
19/07/2017,5898.399902,5922.370117,5895.540039,5916.160156,5916.160156,1862910000
20/07/2017,5929.580078,5932.609863,5896.609863,5921.220215,5921.220215,1818880000
21/07/2017,5905.600098,5921.529785,5890.25,5921.529785,5921.529785,1797100000
24/07/2017,5920.930176,5950.580078,5912.740234,5941.370117,5941.370117,1735520000
25/07/2017,5927.100098,5945.060059,5916.290039,5930.649902,5930.649902,1925230000
26/07/2017,5944.160156,5954.379883,5939.169922,5950.72998,5950.72998,1988040000
27/07/2017,5994.02002,5995.77002,5847.049805,5917.029785,5917.029785,2483560000
28/07/2017,5883.700195,5918.310059,5868.919922,5908.919922,5908.919922,1860770000
31/07/2017,5928.680176,5932.370117,5871.790039,5880.330078,5880.330078,1891710000
01/08/2017,5900.640137,5905.290039,5880.450195,5895.169922,5895.169922,1812590000
02/08/2017,5934.069824,5936.149902,5859.620117,5914.22998,5914.22998,2104130000
03/08/2017,5915.72998,5917.470215,5879.720215,5891.200195,5891.200195,2113440000
04/08/2017,5899.689941,5912.560059,5877.060059,5899.910156,5899.910156,1907170000
07/08/2017,5909.450195,5936.790039,5903.75,5934.72998,5934.72998,1701550000
08/08/2017,5922.640137,5972.930176,5910.5,5926.350098,5926.350098,1914670000
09/08/2017,5879.549805,5920.959961,5866.169922,5919.390137,5919.390137,2033760000
10/08/2017,5880.140137,5887.27002,5783.359863,5788.189941,5788.189941,2204700000
11/08/2017,5792.319824,5844.609863,5785.259766,5831.529785,5831.529785,1794850000
14/08/2017,5878.640137,5916.330078,5878,5908.169922,5908.169922,1698560000
15/08/2017,5917.290039,5919.75,5893.850098,5907.72998,5907.72998,1580060000
16/08/2017,5920.680176,5944.97998,5899.560059,5917.419922,5917.419922,1804730000
17/08/2017,5896.319824,5903.870117,5796.319824,5796.319824,5796.319824,2041220000
18/08/2017,5803.899902,5831.080078,5770.140137,5790.910156,5790.910156,1964590000
21/08/2017,5791.040039,5804.299805,5750.5,5786.540039,5786.540039,1576070000
22/08/2017,5817.290039,5879,5817.02002,5873.330078,5873.330078,1597700000
23/08/2017,5842.160156,5864.779785,5840.709961,5851.779785,5851.779785,1533220000
24/08/2017,5863.990234,5871.870117,5802.77002,5834.439941,5834.439941,1616780000
25/08/2017,5854.310059,5870.470215,5815.600098,5822.529785,5822.529785,1442900000
28/08/2017,5839.27002,5852.799805,5821.870117,5838.080078,5838.080078,1558690000
29/08/2017,5785.290039,5871.790039,5785.220215,5862.140137,5862.140137,1637640000
30/08/2017,5870.879883,5940.569824,5865.339844,5932.899902,5932.899902,1712070000
31/08/2017,5948.740234,5995.450195,5945.950195,5988.600098,5988.600098,1885710000
01/09/2017,6001.819824,6009.609863,5972.27002,5987.899902,5987.899902,1488040000
05/09/2017,5966.640137,5980.910156,5890.25,5932.72998,5932.72998,1886950000
06/09/2017,5949.540039,5964.379883,5909.919922,5951.129883,5951.129883,1906030000
07/09/2017,5960.439941,5980.149902,5943.890137,5964.310059,5964.310059,1998380000
08/09/2017,5957.189941,5958.810059,5907.959961,5913.370117,5913.370117,1785560000
11/09/2017,5962.350098,5990.870117,5960.870117,5980.529785,5980.529785,1819300000
12/09/2017,5998.75,6002.970215,5968.089844,5995.640137,5995.640137,1745090000
13/09/2017,5982.850098,6004.470215,5974.879883,6004.379883,6004.379883,1942090000
14/09/2017,5981.850098,5997.22998,5965.060059,5968.819824,5968.819824,1809170000
15/09/2017,5965.660156,6009.450195,5957.850098,5988,5988,2821110000
18/09/2017,5997.509766,6012.950195,5963.169922,5981.120117,5981.120117,1874440000
19/09/2017,5991.930176,5998.240234,5971.169922,5991.080078,5991.080078,1809710000
20/09/2017,5987.720215,5994.529785,5927.700195,5973.609863,5973.609863,2052520000
21/09/2017,5965.600098,5965.600098,5915.740234,5934.910156,5934.910156,1772790000
22/09/2017,5912.200195,5937.589844,5911.47998,5932.319824,5932.319824,1639100000
25/09/2017,5904.060059,5908.569824,5839.890137,5867.350098,5867.350098,2050410000
26/09/2017,5893.180176,5908.470215,5862.990234,5881.339844,5881.339844,1926420000
27/09/2017,5912.959961,5957.75,5900.350098,5937.790039,5937.790039,2053720000
28/09/2017,5920.649902,5939.220215,5908.620117,5933.069824,5933.069824,1828570000
29/09/2017,5941.779785,5980.220215,5930.819824,5979.299805,5979.299805,1967720000
02/10/2017,5988.959961,6005.200195,5955.830078,5981.919922,5981.919922,1977030000
03/10/2017,5986.850098,5999.189941,5976.649902,5995.060059,5995.060059,1969320000
04/10/2017,5983.310059,6009.810059,5976.120117,5998.839844,5998.839844,1938440000
05/10/2017,6018.27002,6059.209961,6014.77002,6057.140137,6057.140137,1875670000
06/10/2017,6037.439941,6064.669922,6037.02002,6064.569824,6064.569824,1742470000
09/10/2017,6071.959961,6078.810059,6051.330078,6058.529785,6058.529785,1490620000
10/10/2017,6078.27002,6084.140137,6036.720215,6063.52002,6063.52002,1799400000
11/10/2017,6062.72998,6082.25,6052.439941,6081.25,6081.25,1830360000
12/10/2017,6072.209961,6093.759766,6063.470215,6069.990234,6069.990234,2000470000
13/10/2017,6094.720215,6100.060059,6087.029785,6092.450195,6092.450195,1756150000
16/10/2017,6108.660156,6115.529785,6095.629883,6114.529785,6114.529785,1629480000
17/10/2017,6111.319824,6122.819824,6103.660156,6122.609863,6122.609863,1647240000
18/10/2017,6128.910156,6129.490234,6106.850098,6114.350098,6114.350098,1734030000
19/10/2017,6074.279785,6092.870117,6051.470215,6092.620117,6092.620117,1823860000
20/10/2017,6114.459961,6122.560059,6102.160156,6108.819824,6108.819824,1794810000
23/10/2017,6122.240234,6122.240234,6061.080078,6067.830078,6067.830078,1809320000
24/10/2017,6078.02002,6090.890137,6057.689941,6080.220215,6080.220215,1842640000
25/10/2017,6069.350098,6087.580078,6011.240234,6055.040039,6055.040039,2190720000
26/10/2017,6056.049805,6066.609863,6035.959961,6037.870117,6037.870117,2108210000
27/10/2017,6138.22998,6223.52002,6129.799805,6213.470215,6213.470215,2403600000
30/10/2017,6209.799805,6250.850098,6202.529785,6227.589844,6227.589844,2013640000
31/10/2017,6241.879883,6258.419922,6229.149902,6248.560059,6248.560059,2043890000
01/11/2017,6274.259766,6276.669922,6224.580078,6248.649902,6248.649902,2056860000
02/11/2017,6238.290039,6243.740234,6194.580078,6236.390137,6236.390137,2262940000
03/11/2017,6266.189941,6297.620117,6237.649902,6295.580078,6295.580078,2195010000
06/11/2017,6292.149902,6318.580078,6291.839844,6313.609863,6313.609863,2166470000
07/11/2017,6314.689941,6328.580078,6299.529785,6320.779785,6320.779785,2205270000
08/11/2017,6319.029785,6346.97998,6308.620117,6345.810059,6345.810059,2110990000
09/11/2017,6295.290039,6315.160156,6248.290039,6312.209961,6312.209961,2235180000
10/11/2017,6297.149902,6313.169922,6284.220215,6309.069824,6309.069824,1973970000
13/11/2017,6286.009766,6325.180176,6285.970215,6316.180176,6316.180176,1973790000
14/11/2017,6293.330078,6300.459961,6263.77002,6293.640137,6293.640137,1983830000
15/11/2017,6261.27002,6276.799805,6227.990234,6258.359863,6258.359863,1908660000
16/11/2017,6293.459961,6352.470215,6293.459961,6339.140137,6339.140137,2002920000
17/11/2017,6343.640137,6345.560059,6308.47998,6314.509766,6314.509766,1988090000
20/11/2017,6319.569824,6324.589844,6301.879883,6308.609863,6308.609863,1800880000
21/11/2017,6336.910156,6380.069824,6336.259766,6378.629883,6378.629883,1883550000
22/11/2017,6384.129883,6391.160156,6371.75,6386.120117,6386.120117,1588200000
24/11/2017,6393.330078,6410.77002,6389.399902,6409.290039,6409.290039,848520000
27/11/2017,6409.52002,6420.209961,6392.009766,6405.970215,6405.970215,1773400000
28/11/2017,6419.47998,6426.040039,6385.319824,6422.560059,6422.560059,2000410000
29/11/2017,6412.689941,6412.689941,6279.370117,6311.379883,6311.379883,2452860000
30/11/2017,6337.339844,6374.189941,6321.430176,6365.560059,6365.560059,2458580000
01/12/2017,6325.609863,6365.299805,6244.839844,6337.870117,6337.870117,2293570000
04/12/2017,6380.680176,6380.77002,6256.810059,6263.700195,6263.700195,2426570000
05/12/2017,6242.470215,6337.060059,6235.77002,6265.109863,6265.109863,2083540000
06/12/2017,6243.720215,6304.100098,6234.220215,6293.049805,6293.049805,1891850000
07/12/2017,6300.640137,6333.290039,6290.649902,6316.279785,6316.279785,1934120000
08/12/2017,6364.600098,6377.549805,6335.22998,6344.569824,6344.569824,1806040000
11/12/2017,6351.240234,6394.430176,6347.910156,6393.890137,6393.890137,1818970000
12/12/2017,6389.470215,6403.5,6371.689941,6383.649902,6383.649902,1861560000
13/12/2017,6405.410156,6416.830078,6388.410156,6394.669922,6394.669922,1919560000
14/12/2017,6407.259766,6423.680176,6386.25,6389.910156,6389.910156,1985200000
15/12/2017,6405.149902,6470.919922,6405.029785,6466.319824,6466.319824,3510420000
18/12/2017,6504.890137,6522.700195,6495.180176,6513.27002,6513.27002,2144360000
19/12/2017,6505.359863,6510.870117,6462.790039,6480.669922,6480.669922,2071060000
20/12/2017,6504.549805,6504.549805,6447.930176,6472.47998,6472.47998,1874550000
21/12/2017,6481.080078,6501.52002,6467.779785,6472.689941,6472.689941,1815620000
22/12/2017,6462.549805,6467.830078,6449,6465.169922,6465.169922,1539250000
26/12/2017,6427.319824,6438.240234,6407.990234,6433.160156,6433.160156,1304340000
27/12/2017,6437.060059,6448.939941,6425.919922,6435.149902,6435.149902,1409540000
28/12/2017,6449.529785,6452.069824,6432.680176,6441.419922,6441.419922,1311320000
29/12/2017,6439.910156,6442.529785,6396.419922,6396.419922,6396.419922,1571730000
02/01/2018,6431.589844,6513.02002,6417.75,6511.339844,6511.339844,1914930000
03/01/2018,6520.029785,6579.25,6519.259766,6575.799805,6575.799805,2166780000
04/01/2018,6595.75,6603.169922,6576.919922,6584.580078,6584.580078,2098890000
05/01/2018,6613.129883,6654.97998,6605.029785,6653.290039,6653.290039,2020900000
08/01/2018,6651.680176,6680.319824,6649.200195,6676.629883,6676.629883,2051430000
09/01/2018,6692.870117,6696.120117,6658.27002,6677.939941,6677.939941,14250900000
10/01/2018,6640.660156,6663.509766,6619.350098,6662.660156,6662.660156,2122740000
11/01/2018,6675.689941,6708.490234,6664.740234,6708.490234,6708.490234,2009740000
12/01/2018,6699.319824,6763.97998,6695.52002,6758.540039,6758.540039,1976200000
16/01/2018,6807.850098,6835.790039,6719.109863,6737.140137,6737.140137,2377140000
17/01/2018,6767.850098,6820.040039,6738.450195,6810.279785,6810.279785,2238070000
18/01/2018,6804.589844,6826.790039,6784.720215,6811.379883,6811.379883,2026220000
19/01/2018,6829.040039,6843.240234,6801.589844,6834.330078,6834.330078,1997270000
22/01/2018,6829.549805,6906.279785,6822.850098,6906.279785,6906.279785,2106070000
23/01/2018,6928.27002,6969.399902,6926.370117,6963.459961,6963.459961,2119840000
24/01/2018,6975.379883,6992.910156,6880.680176,6919.350098,6919.350098,2277010000
25/01/2018,6965.009766,6967.600098,6894.839844,6916.299805,6916.299805,2061450000
26/01/2018,6956.660156,7022.970215,6941.47998,7022.970215,7022.970215,2059010000
29/01/2018,7000.680176,7020.640137,6974.700195,6988.319824,6988.319824,2103380000
30/01/2018,6910.390137,6958.790039,6894.629883,6930.72998,6930.72998,2163980000
31/01/2018,6972.810059,6983.609863,6915.47998,6949.990234,6949.990234,2407540000
01/02/2018,6910.569824,6970.77002,6879.02002,6901.5,6901.5,2291680000
02/02/2018,6866.379883,6889.069824,6756.540039,6760.290039,6760.290039,2587770000
05/02/2018,6687.470215,6807.959961,6495.390137,6495.919922,6495.919922,3106870000
06/02/2018,6378.600098,6673.410156,6370.47998,6665.97998,6665.97998,3131030000
07/02/2018,6632.97998,6716.25,6581.379883,6582.02002,6582.02002,2366970000
08/02/2018,6595.810059,6606.049805,6304.180176,6306.100098,6306.100098,2707700000
09/02/2018,6395.160156,6453.430176,6164.430176,6412.680176,6412.680176,3155990000
12/02/2018,6477.040039,6565.279785,6424.299805,6523.850098,6523.850098,2240420000
13/02/2018,6482.77002,6567.620117,6478.410156,6553.859863,6553.859863,1816670000
14/02/2018,6523.259766,6684.149902,6520.390137,6675.029785,6675.029785,2211460000
15/02/2018,6734.339844,6795.919922,6665.919922,6794.919922,6794.919922,2110700000
16/02/2018,6778.279785,6840.600098,6758.509766,6770.660156,6770.660156,2019830000
20/02/2018,6742.149902,6838,6740.47998,6779.689941,6779.689941,1911170000
21/02/2018,6808.600098,6879.470215,6759.220215,6759.259766,6759.259766,1946010000
22/02/2018,6793.080078,6826.009766,6744.049805,6761.850098,6761.850098,1911900000
23/02/2018,6816.430176,6897.529785,6789.029785,6896.600098,6896.600098,1879460000
26/02/2018,6933.819824,6989.359863,6927.459961,6989.100098,6989.100098,1866610000
27/02/2018,6984.830078,7003.129883,6900.350098,6900.350098,6900.350098,2155850000
28/02/2018,6945.200195,6964.160156,6854.419922,6854.419922,6854.419922,2373880000
01/03/2018,6862.939941,6892.379883,6687.439941,6750.540039,6750.540039,2489040000
02/03/2018,6661.910156,6820.370117,6645.029785,6811.040039,6811.040039,2287320000
05/03/2018,6777.629883,6901.629883,6753.830078,6881.279785,6881.279785,2066350000
06/03/2018,6919.790039,6937.029785,6872.060059,6913.02002,6913.02002,2112570000
07/03/2018,6855.569824,6935.47998,6850.910156,6929.390137,6929.390137,2192230000
08/03/2018,6955.850098,6971,6931.350098,6966.430176,6966.430176,2272110000
09/03/2018,7014.839844,7101.310059,7007.299805,7101.180176,7101.180176,2302930000
12/03/2018,7122.470215,7156.25,7108.040039,7131.120117,7131.120117,2294440000
13/03/2018,7172.25,7186.089844,7025.830078,7046.509766,7046.509766,2448830000
14/03/2018,7077.850098,7084.069824,7012.569824,7040.97998,7040.97998,2104450000
15/03/2018,7050.660156,7075.549805,7010.009766,7030.970215,7030.970215,1991570000
16/03/2018,7058.120117,7061.669922,7011.689941,7019.950195,7019.950195,3046990000
19/03/2018,6945.970215,6949.02002,6806.160156,6864.879883,6864.879883,2324430000
20/03/2018,6871.089844,6902.22998,6845.850098,6885.919922,6885.919922,1967690000
21/03/2018,6863.290039,6930.700195,6828.879883,6853.450195,6853.450195,1988390000
22/03/2018,6763.939941,6809.939941,6679.350098,6682.259766,6682.259766,2347160000
23/03/2018,6683.189941,6708.580078,6507.839844,6508.089844,6508.089844,2390410000
26/03/2018,6644.399902,6760.649902,6538.790039,6753.830078,6753.830078,2326060000
27/03/2018,6791.390137,6793.5,6479.560059,6529.839844,6529.839844,2325990000
28/03/2018,6488.02002,6559.879883,6410.040039,6460.810059,6460.810059,2518670000
29/03/2018,6493.509766,6640.759766,6435.669922,6581.129883,6581.129883,2504500000
02/04/2018,6528.22998,6560.959961,6322.600098,6390.839844,6390.839844,2394730000
03/04/2018,6448.049805,6485.27002,6343.899902,6458.830078,6458.830078,2328510000
04/04/2018,6326.540039,6578.560059,6326.540039,6560.060059,6560.060059,2254070000
05/04/2018,6619.220215,6632.209961,6550.279785,6594.839844,6594.839844,2124660000
06/04/2018,6514.47998,6587.359863,6402.029785,6433.209961,6433.209961,2350540000
09/04/2018,6488.47998,6604.259766,6466.040039,6472.339844,6472.339844,2080900000
10/04/2018,6585.529785,6639.970215,6534.890137,6615.870117,6615.870117,2238770000
11/04/2018,6578.839844,6650.290039,6574.879883,6583.439941,6583.439941,1852120000
12/04/2018,6627.319824,6682.689941,6618.810059,6656.259766,6656.259766,2021110000
13/04/2018,6696.02002,6703.310059,6598.339844,6628.339844,6628.339844,1743640000
16/04/2018,6675.919922,6699.759766,6633.080078,6675.180176,6675.180176,1795950000
17/04/2018,6738.649902,6834.310059,6729.790039,6816.370117,6816.370117,1913230000
18/04/2018,6824.580078,6856.959961,6788.319824,6833.209961,6833.209961,1893220000
19/04/2018,6793.080078,6815.040039,6749.069824,6774.890137,6774.890137,1963950000
20/04/2018,6754.680176,6757.680176,6642.830078,6667.75,6667.75,1921790000
23/04/2018,6699.160156,6721.649902,6613.549805,6648.799805,6648.799805,1737370000
24/04/2018,6680.879883,6688.890137,6464.740234,6509.049805,6509.049805,2149250000
25/04/2018,6514.330078,6540.759766,6426.569824,6513.939941,6513.939941,2026690000
26/04/2018,6606.609863,6673.649902,6579.120117,6649.649902,6649.649902,2127140000
27/04/2018,6748.589844,6750.779785,6619.259766,6656.350098,6656.350098,2027530000
30/04/2018,6669.439941,6712.5,6593.600098,6605.569824,6605.569824,1987020000
01/05/2018,6592.930176,6685.410156,6578.259766,6681.959961,6681.959961,1929110000
